"","time","f1","b1","f2","b2","f3","b3","f4","b4","f1p","f2p","f3p","f4p","f0","intensity","harmonicity","age","gender"
"3996",0.905234,497.7,739.8,1342.1,640.3,2048.6,317.3,2752.7,85.5,355.1,1382.6,2134.8,2761.5,202.2,81.3,20.1,20,0
"3997",0.907234,431.7,773.1,1272.2,616.4,2021.7,271.1,2763.7,75.8,342.7,1365.5,2124.6,2749,202,81.5,20.4,20,0
"3998",0.909234,366.1,788.8,1236,582.6,2026.8,243.7,2770.8,79.4,330.3,1348.1,2115,2736.9,201.9,81.7,20.6,20,0
"3999",0.911234,228.2,803.3,1209.9,573.3,2041.7,242.2,2773.7,97.6,318,1330.6,2106.2,2725.1,201.7,81.8,20.7,20,0
"4000",0.913234,194.3,465.2,1166.1,568.5,2041.4,265.5,2772.4,135.9,305.8,1313,2098.1,2713.7,201.6,82,20.8,20,0
"4001",0.915234,205.3,347.3,1121.4,524.9,2014.7,303.1,2763,199.8,293.9,1295.4,2090.7,2702.7,201.5,82.1,21,20,0
"4002",0.917234,211.7,270.4,1104.5,469.3,1973.1,343.7,2727.6,307.9,282.2,1277.8,2084.2,2692.1,201.4,82.2,21.4,20,0
"4003",0.919234,214.3,225.4,1121.2,446.8,1954.4,404,2647.8,416.6,271,1260.4,2078.5,2681.9,201.3,82.3,21.9,20,0
"4004",0.921234,214.8,194.4,1163.6,431.5,1980.2,511.3,2559.3,474.4,260.2,1243.1,2073.7,2672.2,201.1,82.4,22.6,20,0
"4005",0.923234,214.6,166.8,1213.4,384.4,2078.8,579.5,2535.4,565.4,249.9,1226.2,2069.6,2662.9,201,82.5,23.3,20,0
"4006",0.925234,214.9,145.4,1245.8,333.6,2151.9,460.7,2652.9,633.9,240.2,1209.5,2066.5,2654.1,200.9,82.6,24,20,0
"4007",0.927234,215.8,129.4,1271.2,303.4,2157.8,358.2,2752.9,477.4,231.2,1193.2,2064.2,2645.8,200.8,82.7,24.8,20,0
"4008",0.929234,216.7,119.4,1292.8,292.7,2160.5,303.9,2776.4,400.5,222.9,1177.4,2062.8,2638,200.7,82.9,25.7,20,0
"4009",0.931234,217.5,112.1,1310.6,291.2,2179.1,265.2,2780.4,420.8,215.5,1162.1,2062.2,2630.8,200.6,83,26.6,20,0
"4010",0.933234,218,106.8,1320.1,293.8,2203,234.4,2785.1,479.8,208.9,1147.4,2062.5,2624.1,200.5,83.1,27.4,20,0
"4011",0.935234,218.8,101.4,1325.5,295.1,2220,208.1,2811,497.6,203.2,1133.3,2063.7,2617.9,200.3,83.2,27.9,20,0
"4012",0.937234,219.9,94.7,1332.3,291.4,2227,193.3,2857.4,424.9,198.5,1119.9,2065.6,2612.3,200.2,83.2,27.9,20,0
"4013",0.939234,220.8,88.3,1336.2,288.1,2227.1,202.1,2891.7,327,194.8,1107.3,2068.3,2607.2,200.1,83.3,27.5,20,0
"4014",0.941234,221.4,83.9,1328.1,294.5,2224.1,230.3,2910.6,260.6,192.2,1095.4,2071.8,2602.7,199.9,83.3,26.7,20,0
"4015",0.943234,222,83.5,1304.1,305.8,2219.6,234.1,2922.1,234.5,190.6,1084.4,2076.1,2598.8,199.8,83.4,25.8,20,0
"4016",0.945234,223.2,86.5,1268.6,311.9,2216.5,190.1,2935,228.1,190.3,1074.3,2081,2595.5,199.6,83.4,24.9,20,0
"4017",0.947234,225.2,91.8,1222.3,311,2217.8,130.1,2949.5,238.7,191,1065.1,2086.6,2592.7,199.5,83.3,24.2,20,0
"4018",0.949234,226.8,95.1,1167.3,301.5,2222.9,90.4,2964.2,266.1,193,1056.8,2092.9,2590.6,199.3,83.3,23.6,20,0
"4019",0.951234,227.5,93.5,1109.8,275.3,2229.2,66.4,2985.4,299.3,196.1,1049.6,2099.7,2589.1,199.1,83.3,23,20,0
"4020",0.953234,227.8,90.1,1077.7,245.8,2233.5,54,3008.6,315.8,200.5,1043.4,2107.1,2588.1,199,83.1,22.3,20,0
"4021",0.955234,228,88.3,1072,224.1,2235.9,48.8,3027.4,320.5,206,1038.3,2115,2587.8,198.8,83,21.7,20,0
"4022",0.957234,227.1,86.7,1078.6,200.9,2237.8,54.1,3040.4,338.3,212.8,1034.3,2123.4,2588,198.6,82.8,21,20,0
"4023",0.959234,224.5,83.4,1074.5,173.2,2240.7,77.7,3060.6,396,220.8,1031.4,2132.2,2588.9,198.4,82.5,20.3,20,0
"4024",0.961234,220.9,80.7,1057.5,143,2250.2,134.2,2431.7,2666.8,230,1029.6,2141.3,2590.4,198.3,82.2,19.5,20,0
"4025",0.963234,218.2,80.6,1043.6,121.3,2107.4,1517.6,2278.8,198.1,240.3,1028.9,2150.8,2592.5,198.1,81.8,18.7,20,0
"4026",0.965234,216.6,83.8,1039.5,111.1,1977.7,1217.4,2310,201,251.8,1029.4,2160.5,2595.2,197.9,81.5,18,20,0
"4027",0.967234,215.9,92.4,1045.8,110.5,1948.7,1296.9,2315.6,169.3,264.5,1031.1,2170.5,2598.6,197.8,81.1,17.4,20,0
"4028",0.969234,215.9,105,1057.4,110.7,1974.2,1563.5,2314.2,139,278.2,1033.9,2180.6,2602.5,197.6,80.6,17,20,0
"4029",0.971234,216.9,120.8,1069.7,101,2055.4,1872.4,2316.6,119.2,292.9,1037.9,2190.9,2607.1,197.5,80.2,16.7,20,0
"4030",0.973234,219.6,136.5,1076,82.2,2249.3,1998.2,2319.2,116.4,308.6,1043,2201.2,2612.3,197.4,79.8,16.3,20,0
"4031",0.975234,226,161.8,1074.7,65.3,2322,125.4,2484.1,1653,325.3,1049.2,2211.6,2618,197.3,79.5,15.6,20,0
"4032",0.977234,239.9,225.3,1069.4,59.1,2331.5,136.5,2503.6,1327.8,342.9,1056.6,2222,2624.4,197.2,79.1,14.5,20,0
"4033",0.979234,265,352.8,1066.8,65.5,2350.4,140.9,2531.2,1321.2,361.2,1065,2232.3,2631.4,197.1,78.8,12.7,20,0
"4034",0.981234,332.7,563.8,1070.3,81,2381.8,137.6,2576.2,1461.8,380.4,1074.6,2242.5,2639,197,78.6,10.6,20,0
"4035",0.983234,475,606.5,1080,95.6,2417.2,120.3,2581.7,1793.2,400.2,1085.1,2252.5,2647.2,197,78.6,8.6,20,0
"4036",0.985234,558.8,437,1093.7,100.6,2444.5,94.5,2479.9,2453,420.7,1096.7,2262.4,2655.9,197,78.8,7.1,20,0
"4037",0.987234,596.9,284.6,1108,93.9,1883,2589.3,2459.4,75.9,441.7,1109.3,2272.1,2665.2,197,79.1,6.4,20,0
"4038",0.989234,614.9,196.8,1119.5,81.8,1864.5,1888.5,2465.9,71.2,463.2,1122.8,2281.5,2675.1,197,79.6,6.2,20,0
"4039",0.991234,624.6,148.1,1129,69.7,1940,1474.4,2469.8,76.2,485.1,1137.3,2290.7,2685.6,197,80,6.5,20,0
"4040",0.993234,630.1,122,1137.4,59.6,2003.1,1169.8,2472.9,88,507.3,1152.6,2299.5,2696.5,197.1,80.5,7,20,0
"4041",0.995234,633,111.9,1144.7,53.5,2051.6,980.2,2474.6,103.7,529.7,1168.7,2308,2708,197.1,80.8,7.8,20,0
"4042",0.997234,635.5,112.8,1151.8,51.4,2100.3,861.5,2476.2,125.9,552.3,1185.6,2316.2,2719.9,197.2,81,8.7,20,0
"4043",0.999234,639.4,124,1157.5,54.1,2144.4,811.6,2479.6,153,574.9,1203.2,2323.9,2732.4,197.3,81.2,10.2,20,0
"4044",1.001234,645.9,144.8,1161.1,61.3,2182.7,810.7,2485.9,184.8,597.4,1221.4,2331.3,2745.3,197.4,81.2,12,20,0
"4045",1.003234,654.2,172.3,1162.3,71.9,2213.2,837.2,2495.9,223.1,619.9,1240.3,2338.2,2758.6,197.6,81.2,13.6,20,0
"4046",1.005234,659.4,196.6,1162.2,81.5,2233,857.6,2509.1,265.7,642.2,1259.6,2344.8,2772.3,197.7,81.1,14.9,20,0
"4047",1.007234,659.7,217.3,1163.2,88.9,2253.8,868.3,2522.5,314.3,664.1,1279.5,2350.9,2786.4,197.9,81,15.5,20,0
"4048",1.009234,657.4,237.5,1166.5,95.6,2288.7,895.9,2520.8,353.1,685.8,1299.8,2356.5,2800.8,198,80.9,15.4,20,0
"4049",1.011234,657.7,268.3,1171.1,106.5,2335.4,973.2,2498.7,362.9,706.9,1320.4,2361.7,2815.5,198.2,80.8,14.9,20,0
"4050",1.013234,664.9,319.8,1174.4,126.7,2356.3,1107.4,2476.9,334,727.5,1341.3,2366.4,2830.4,198.4,80.8,14.3,20,0
"4051",1.015234,679.3,388.9,1173.6,157.4,2337.5,1229.5,2470.4,303.3,747.5,1362.4,2370.6,2845.6,198.6,80.7,13.7,20,0
"4052",1.017234,706.8,485.8,1168.4,210.8,2317.4,1351.1,2469.3,283.2,766.8,1383.6,2374.4,2861,198.8,80.6,13.4,20,0
"4053",1.019234,770.1,599.7,1160.8,312,2361.9,1561.5,2464.7,273.2,785.4,1404.9,2377.7,2876.4,199,80.6,13.2,20,0
"4054",1.021234,918.8,504.3,1207.4,618.3,2456.7,259.9,2597,1835.8,803.1,1426.1,2380.6,2892,199.2,80.6,12.9,20,0
"4055",1.023234,903.4,300.4,1428.4,589.6,2452.8,234.8,2917.7,1794.5,819.9,1447.3,2382.9,2907.6,199.4,80.7,12.8,20,0
"4056",1.025234,884.3,221.2,1512,433.4,2454.3,208,3143,1628.6,835.8,1468.3,2384.9,2923.1,199.6,80.8,12.8,20,0
"4057",1.027234,872,170.9,1551.6,311.3,2455.5,186.1,3308,1427.4,850.6,1489.1,2386.4,2938.6,199.8,81,12.9,20,0
"4058",1.029234,865.6,141,1571.6,232.4,2453.3,174.4,3413,1249.4,864.4,1509.6,2387.4,2954,200,81.2,13.2,20,0
"4059",1.031234,862.8,123,1584.9,178.9,2448.6,169.7,3489.9,1074.4,877.1,1529.7,2388.1,2969.2,200.2,81.3,13.7,20,0
"4060",1.033234,862.6,113.2,1596,140.3,2442.4,168.4,3543.7,840.1,888.5,1549.3,2388.3,2984.1,200.4,81.5,14.2,20,0
"4061",1.035234,864,110.7,1604.9,115.7,2436,168.1,3547.1,617.8,898.8,1568.5,2388.1,2998.7,200.6,81.7,14.6,20,0
"4062",1.037234,866,114.6,1613.3,99.7,2430.3,166.5,3536.4,465.2,907.8,1587,2387.5,3012.9,200.7,81.8,14.9,20,0
"4063",1.039234,867.3,124.3,1620.5,90.5,2428.3,164.1,3536.5,393.5,915.5,1604.8,2386.6,3026.7,200.9,82,15.3,20,0
"4064",1.041234,867.4,137.6,1626.3,83.2,2430.2,164.4,3559.2,395.5,922,1621.9,2385.2,3040,201.1,82.1,15.6,20,0
"4065",1.043234,867.1,151.8,1631.2,75.4,2435.5,169.6,3646.2,469.1,927.1,1638.2,2383.5,3052.7,201.2,82.3,15.8,20,0
"4066",1.045234,868.6,164.8,1636.2,68.4,2445.3,175.9,3474.4,1219.6,930.8,1653.7,2381.5,3064.9,201.4,82.4,15.8,20,0
"4067",1.047234,873.6,178.1,1642.5,62.3,2460.6,179.6,3380.1,1291.6,933.2,1668.2,2379.1,3076.3,201.5,82.5,15.6,20,0
"4068",1.049234,879.9,190,1648.9,58.3,2473.7,180.9,3333.6,1347,934.3,1681.7,2376.4,3087,201.6,82.6,15,20,0
"4069",1.051234,884.5,203.1,1655,56.5,2478.9,184.2,3281.8,1322.4,934,1694.2,2373.4,3096.9,201.7,82.7,14.3,20,0
"4070",1.053234,884.4,223.3,1661.4,57.8,2475.7,191.2,3226.7,1234.7,932.4,1705.6,2370.1,3105.9,201.8,82.7,13.5,20,0
"4071",1.055234,877.9,254.5,1668.2,62.7,2471.2,200.3,3188.6,1178.9,929.4,1715.8,2366.6,3114,201.9,82.6,12.9,20,0
"4072",1.057234,862.1,304.2,1677,73,2472.6,213.9,3154.7,1201.4,925.1,1724.9,2362.7,3121.2,202,82.6,12.5,20,0
"4073",1.059234,835.5,366.7,1688.3,88.7,2481.9,230.8,3121.5,1316.1,919.6,1732.7,2358.6,3127.3,202.1,82.5,12.3,20,0
"4074",1.061234,794,436.8,1705.5,110.3,2497.7,247.6,3092.8,1561.6,912.7,1739.3,2354.3,3132.4,202.2,82.5,12.1,20,0
"4075",1.063234,749.9,483,1727.8,129.8,2512.6,255.7,3096.6,1939.9,904.6,1744.6,2349.7,3136.3,202.2,82.4,12.1,20,0
"4076",1.065234,721.6,495.7,1752.9,140.6,2520.4,256.3,3168.6,2370.1,895.3,1748.5,2344.9,3139.2,202.3,82.4,12.1,20,0
"4077",1.067234,721.8,482.9,1777.1,142.6,2518.8,255.7,3268.3,2521.1,884.9,1751.1,2339.9,3140.8,202.3,82.5,12.3,20,0
"4078",1.069234,738.6,451.2,1797.2,143.2,2511.1,260,3247.4,2299,873.3,1752.3,2334.7,3141.3,202.4,82.5,12.7,20,0
"4079",1.071234,756.5,405.2,1817.9,148.7,2500.3,276.4,3127.6,1974.8,860.7,1752.2,2329.3,3140.5,202.4,82.6,13.2,20,0
"4080",1.073234,767.4,362.5,1838.4,161.5,2488.3,311,3006.5,1695.8,847,1750.6,2323.7,3138.4,202.4,82.6,13.7,20,0
"4081",1.075234,772.8,332.1,1860.9,184,2473.4,369.2,2927.3,1498.1,832.4,1747.7,2317.9,3135.2,202.4,82.7,14.2,20,0
"4082",1.077234,776.7,320.5,1889.8,219.2,2455.9,458.1,2885,1434.6,816.9,1743.4,2312,3130.6,202.4,82.8,14.5,20,0
"4083",1.079234,782.8,322.3,1922.5,262.4,2432.5,605.3,2820.5,1381.5,800.6,1737.8,2306,3124.8,202.5,82.8,14.7,20,0
"4084",1.081234,791.8,324.9,1964,318.1,2297.4,915.7,2768.7,1000.4,783.5,1730.7,2299.8,3117.7,202.5,82.9,14.9,20,0
"4085",1.083234,799.7,327.5,2016.7,337.8,2045.8,1000.9,2808.4,732.7,765.6,1722.4,2293.5,3109.4,202.5,83,15,20,0
"4086",1.085234,804.5,333.2,1886,1009.5,2041.7,297.7,2811.1,575.4,747.2,1712.7,2287.1,3099.8,202.5,83,15.1,20,0
"4087",1.087234,807.7,342.7,1810.9,986.4,2042.2,273.9,2799.8,479.9,728.2,1701.7,2280.5,3089,202.5,83.1,15.4,20,0
"4088",1.089234,812.6,360.2,1810.7,1008.7,2032.2,279,2792.5,472.8,708.7,1689.5,2273.9,3077.1,202.5,83.2,15.6,20,0
"4089",1.091234,821.3,387.7,1886.7,1102.3,2008.4,313.5,2789.9,568.2,688.7,1676.2,2267.3,3064.1,202.5,83.2,15.9,20,0
"4090",1.093234,828.7,408.2,1965.3,367.7,2047.1,1146.2,2788.6,776.7,668.5,1661.6,2260.5,3049.9,202.5,83.3,16.2,20,0
"4091",1.095234,830.4,412.1,1890.1,402.5,2257,929.6,2839.7,1183.7,647.9,1646,2253.8,3034.7,202.5,83.3,16.4,20,0
"4092",1.097234,824.5,400.3,1804.4,374.3,2331.4,659.7,3068.5,1465.3,627.2,1629.4,2247,3018.6,202.4,83.3,16.5,20,0
"4093",1.099234,813.1,385.7,1738.4,322.5,2364.1,547.5,3225.4,1388.8,606.3,1611.8,2240.2,3001.6,202.4,83.4,16.4,20,0
"4094",1.101234,798.1,382.5,1689.8,278.7,2382.5,493.3,3245.5,1195.1,585.4,1593.3,2233.4,2983.7,202.4,83.4,16.3,20,0
"4095",1.103234,786.7,405.7,1663.8,272.3,2371,486.6,3175.1,1051.8,564.6,1574,2226.7,2965.1,202.4,83.5,16.2,20,0
"4096",1.105234,783.7,455.4,1652.1,311,2330,532,3055.9,936,543.8,1553.9,2220,2945.8,202.4,83.6,16.3,20,0
"4097",1.107234,791.8,520.8,1645.3,413.4,2235.9,634.9,2914.3,718.6,523.3,1533.3,2213.4,2926,202.4,83.7,16.7,20,0
"4098",1.109234,806.4,586.8,1614.1,610.3,2084.7,588.6,2848.1,467.1,502.9,1512,2206.9,2905.6,202.4,83.8,17.6,20,0
"4099",1.111234,832.7,697.3,1461.7,837.8,2017.1,382.5,2822.7,315.8,482.9,1490.3,2200.6,2884.9,202.4,83.9,18.6,20,0
"4100",1.113234,910.7,1100.1,1182.1,804.5,2006.8,266.1,2803.7,263.8,463.2,1468.1,2194.4,2864,202.4,83.9,19.7,20,0
"4101",1.115234,351,2224.6,1119.8,442.3,2005.1,202.8,2774,269,444,1445.7,2188.3,2842.8,202.4,84,20.7,20,0
"4102",1.117234,65.6,590.7,1105.2,296.7,2004.1,165.5,2718.7,297.5,425.3,1423.1,2182.5,2821.6,202.4,84,21.5,20,0
"4103",1.119234,169.6,434.1,1094.9,219.9,2001.7,142.8,2654.4,298.1,407.1,1400.5,2177,2800.5,202.4,84,22.3,20,0
"4104",1.121234,197.3,339.6,1083.8,165.6,1998.5,122.7,2601.2,270.5,389.6,1377.8,2171.7,2779.5,202.4,84.1,23,20,0
"4105",1.123234,209.2,276,1072.2,127.3,1997,103.6,2572.6,236.2,372.7,1355.3,2166.7,2758.8,202.4,84.1,23.6,20,0
"4106",1.125234,214.9,229,1060.9,98.8,1998.8,85,2565.6,200,356.5,1333,2162,2738.5,202.4,84.2,24.1,20,0
"4107",1.127234,217.6,193.6,1051.2,78.3,2003.3,69.1,2574.6,163.8,341,1311,2157.7,2718.8,202.4,84.3,24.6,20,0
"4108",1.129234,218.8,171.5,1044.8,67.1,2007.5,59.2,2588.6,137.1,326.4,1289.4,2153.9,2699.7,202.4,84.4,24.9,20,0
"4109",1.131234,219.5,159.6,1041.3,62.8,2010,55,2602.5,122,312.5,1268.4,2150.4,2681.3,202.4,84.4,25.2,20,0
"4110",1.133234,219.9,158.6,1041.1,64.9,2009.8,57.3,2614.4,121.7,299.5,1248,2147.4,2663.9,202.4,84.5,25.4,20,0
"4111",1.135234,220,169.1,1043.7,73.4,2008,66.4,2629,133.3,287.4,1228.3,2145,2647.4,202.4,84.5,25.5,20,0
"4112",1.137234,219.4,196.2,1050.3,91.3,2006.9,83.5,2652.4,149.6,276.1,1209.4,2143,2632,202.5,84.5,25.5,20,0
"4113",1.139234,217.8,231.5,1060.5,115.1,2007.6,105.3,2676.4,160.3,265.8,1191.5,2141.6,2617.8,202.5,84.5,25.3,20,0
"4114",1.141234,216.3,261.7,1074.6,140.6,2007.9,136.8,2690.9,174.1,256.4,1174.6,2140.9,2604.9,202.5,84.5,25,20,0
"4115",1.143234,215.6,274.8,1090.3,160.6,2007.6,181.9,2690.6,199.2,247.9,1158.8,2140.7,2593.4,202.6,84.5,24.6,20,0
"4116",1.145234,214.7,277.9,1108.5,176.1,2011.4,251.8,2677.5,239.4,240.3,1144.1,2141.2,2583.4,202.6,84.5,24.3,20,0
"4117",1.147234,211.9,282.4,1131.5,189.3,2037.9,364.4,2649.9,286.6,233.7,1130.7,2142.5,2575,202.7,84.5,23.9,20,0
"4118",1.149234,208.4,290.9,1156.8,195.6,2115.5,486.7,2620.3,315.1,228,1118.6,2144.4,2568.2,202.7,84.5,23.4,20,0
"4119",1.151234,207.8,286.3,1179.9,188.5,2247.1,493.7,2613.2,346.2,223.2,1107.9,2147.1,2563.1,202.8,84.5,22.8,20,0
"4120",1.153234,211.2,260.4,1192.2,174.6,2317.5,369.4,2647.7,356.7,219.2,1098.7,2150.5,2559.8,202.8,84.5,22.3,20,0
"4121",1.155234,214.7,231.9,1197.2,163.8,2336.3,279.5,2687.2,310.1,216.2,1091,2154.7,2558.4,202.9,84.5,22,20,0
"4122",1.157234,216.7,213.7,1198.5,161.2,2348.9,231.8,2714.4,256.7,214.1,1084.8,2159.7,2558.8,202.9,84.5,22.1,20,0
"4123",1.159234,217.2,208.3,1198.7,167.8,2364.9,209.4,2732.4,224.8,212.7,1080.2,2165.6,2561.1,203,84.5,22.5,20,0
"4124",1.161234,216.9,210.1,1199.5,183.8,2385.4,193.1,2746,209.6,212.2,1077.2,2172.3,2565.3,203.1,84.5,23.1,20,0
"4125",1.163234,216.5,214.5,1199.9,206.8,2403.6,177.2,2753.9,206.1,212.4,1075.9,2179.8,2571.6,203.1,84.4,23.8,20,0
"4126",1.165234,216.4,219.5,1198.3,237.5,2417.6,161.4,2756.4,208.3,213.4,1076.2,2188.1,2579.7,203.2,84.4,24.5,20,0
"4127",1.167234,216.7,226.3,1193.5,278.9,2429,148,2753.2,215.7,215.1,1078.2,2197.4,2589.9,203.3,84.3,25,20,0
"4128",1.169234,216.9,236.2,1186.4,325.9,2438.7,139.5,2746.8,230.4,217.4,1081.9,2207.4,2601.9,203.4,84.3,25.4,20,0
"4129",1.171234,216.7,252.1,1179.7,380,2450.3,133,2742.6,261.2,220.3,1087.3,2218.4,2615.9,203.5,84.2,25.9,20,0
"4130",1.173234,216,270.6,1178.4,429.5,2462.9,124.7,2749.4,311.3,223.8,1094.4,2230.1,2631.8,203.6,84.1,26.2,20,0
"4131",1.175234,215.7,286.1,1184.6,466.3,2472.9,111.7,2771.6,373.5,227.9,1103.1,2242.7,2649.5,203.7,84.1,26.4,20,0
"4132",1.177234,217.3,289.1,1198.3,481.4,2476.7,96.4,2803.9,426.8,232.4,1113.4,2256.1,2669,203.8,84,26.3,20,0
"4133",1.179234,221.1,273.4,1217.6,471,2474.1,82.4,2827,453.3,237.3,1125.4,2270.3,2690.3,203.9,84,25.9,20,0
"4134",1.181234,225.8,243.9,1242.7,441.4,2467.8,68.3,2836.8,464.6,242.6,1138.9,2285.2,2713.2,204,83.9,25.4,20,0
"4135",1.183234,229.6,210.8,1273.4,401,2460.3,53.3,2842.6,470.1,248.3,1153.8,2300.9,2737.7,204.1,83.9,24.8,20,0
"4136",1.185234,231.4,187.3,1301.8,364.1,2454.7,41.1,2856.5,467.1,254.2,1170.3,2317.3,2763.6,204.2,83.9,24.1,20,0
"4137",1.187234,231.9,171.3,1324.6,330.2,2450.7,32.6,2877,449.9,260.3,1188.1,2334.4,2791,204.3,83.9,23.5,20,0
"4138",1.189234,231.3,160.5,1338.2,303.7,2448.7,29.3,2890.8,425.5,266.6,1207.2,2352.1,2819.6,204.4,83.9,22.7,20,0
"4139",1.191234,230.2,152.1,1350.1,282.5,2448.4,29.2,2901.7,399,273.1,1227.6,2370.3,2849.5,204.5,83.9,21.8,20,0
"4140",1.193234,229.2,145.7,1366.8,263.5,2450.7,30.9,2920.9,372.6,279.6,1249.1,2389.1,2880.3,204.6,83.9,21,20,0
"4141",1.195234,229,141.5,1385.4,245.2,2455.8,33.8,2946.7,353.4,286.2,1271.8,2408.4,2912.2,204.7,83.8,20.3,20,0
"4142",1.197234,229.7,137.4,1400.4,226.9,2464.4,39.8,2971.7,355.2,292.8,1295.4,2428.2,2944.8,204.8,83.8,19.9,20,0
"4143",1.199234,230.5,130.8,1404.2,219.9,2473.2,50.8,2982.2,404.3,299.3,1319.9,2448.3,2978.1,204.8,83.7,19.7,20,0
"4144",1.201234,230.5,121,1397.2,230.5,2475.1,68.8,2962.3,499.9,305.8,1345.2,2468.7,3011.9,204.9,83.7,19.6,20,0
"4145",1.203234,230,110,1381,256.8,2464.2,97.4,2897.2,560.2,312.1,1371.2,2489.3,3046.1,205,83.7,19.7,20,0
"4146",1.205234,229.3,100.3,1363,290.6,2443.5,132.4,2839.3,491.4,318.2,1397.9,2510.2,3080.5,205.1,83.7,19.8,20,0
"4147",1.207234,228.2,91.2,1345.1,341.9,2416.5,168.6,2818.2,364.6,324.2,1425,2531.1,3115,205.1,83.6,19.8,20,0
"4148",1.209234,226.8,85.9,1330.7,421.9,2396.4,198.9,2820.6,271.9,329.9,1452.5,2552.1,3149.5,205.1,83.5,20,20,0
"4149",1.211234,225.8,87.4,1321.2,555.3,2388.1,230.2,2833.3,223,335.4,1480.3,2573.1,3183.8,205.2,83.4,20.3,20,0
"4150",1.213234,225.9,97.1,1319.9,751.7,2384.1,248.5,2855.6,209.4,340.7,1508.3,2593.9,3217.8,205.2,83.2,20.5,20,0
"4151",1.215234,226.7,110.2,1304,895.8,2368.3,223.5,2882.9,213.4,345.6,1536.3,2614.6,3251.3,205.2,82.9,20.5,20,0
"4152",1.217234,227.3,127.4,1226.3,853.3,2342.1,170.8,2910.4,226.6,350.3,1564.3,2635.1,3284.2,205.2,82.5,20.2,20,0
"4153",1.219234,226.4,148.8,1127.1,662.4,2318.4,137.2,2922.7,253.8,354.6,1592.2,2655.2,3316.3,205.2,82.1,19.6,20,0
"4154",1.221234,223.4,174.5,1053.5,484,2295.2,138.3,2904.1,283.7,358.6,1619.8,2674.9,3347.5,205.2,81.4,18.8,20,0
"4155",1.223234,217.5,215.9,1011.4,395.4,2263.7,181.4,2862.1,279.4,362.3,1647,2694.1,3377.7,205.1,80.7,17.9,20,0
"4156",1.225234,203.3,298.4,993.3,422,2224.5,269.1,2831,264.9,365.7,1673.8,2712.9,3406.7,205.1,79.9,17,20,0
"4157",1.227234,145.7,471.7,976,565.2,2175.7,421.9,2792.8,261.8,368.7,1700.1,2731,3434.5,205,78.9,16,20,0
"4158",1.229234,950,730.5,2133.4,570.4,2752.9,246.5,3897.7,141.4,371.4,1725.6,2748.4,3460.9,205,78,14.7,20,0
"4159",1.231234,970.6,758.6,2163.1,598.3,2740.6,243,3899.1,86.7,373.8,1750.5,2765,3485.8,204.9,77.2,13.4,20,0
"4160",1.233234,1002.2,694.2,2250.1,479,2768.8,283.3,3904.6,55.7,376,1774.5,2780.9,3509.1,204.8,76.6,12.1,20,0
"4161",1.235234,990,712.1,2297.9,360.1,2830.7,344.4,3907.7,44.2,377.8,1797.7,2795.9,3530.8,204.8,76.2,11.1,20,0
"4162",1.237234,926.5,893,2316.1,313.7,2913,430.2,3905,44.5,379.4,1819.8,2809.9,3550.8,204.7,75.9,10.5,20,0
"4163",1.239234,701.7,1153.3,2312.5,344.1,2973.7,537.4,3896,51.6,380.8,1840.9,2822.9,3568.9,204.6,75.6,10.3,20,0
"4164",1.241234,538.8,868.7,2268.6,429.1,2965.9,645.4,3884.7,58.6,381.9,1860.9,2834.9,3585.2,204.5,75.4,10.3,20,0
"4165",1.243234,541.8,705.2,2166.8,442,2899.1,604.4,3877.8,61.4,382.9,1879.8,2845.8,3599.5,204.4,75.1,10.4,20,0
"4166",1.245234,556,616.3,2101.7,359.3,2892.2,508.2,3878.1,59.8,383.7,1897.4,2855.6,3611.9,204.3,74.7,10.5,20,0
"4167",1.247234,542,577.6,2073.9,292.5,2921.8,468.2,3883.3,55.1,384.4,1913.7,2864.2,3622.2,204.2,74.4,10.5,20,0
"4168",1.249234,491.8,592.8,2064.8,278.7,2969,473.5,3892.2,52.9,385,1928.7,2871.6,3630.6,204.1,74.1,10.4,20,0
"4169",1.251234,394.5,608.7,2055.7,324.2,3010.9,515,3909.8,61.3,385.5,1942.4,2877.7,3637,204,74,10.3,20,0
"4170",1.253234,319,454.6,2017,439.6,3006.9,603.9,3945.3,80.9,386.1,1954.7,2882.6,3641.3,203.9,73.9,10.3,20,0
"4171",1.255234,314.8,351.9,1937.2,499.7,2950.2,559.2,3720.8,1573.6,386.6,1965.7,2886.1,3643.6,203.8,73.9,10.3,20,0
"4172",1.257234,315.9,280.5,1896.6,435.4,2935.9,416.2,3622.8,1219.3,387.2,1975.2,2888.4,3643.9,203.7,73.9,10.4,20,0
"4173",1.259234,313.4,226.1,1910.7,347.8,2940.7,353.9,3516.6,986.5,387.9,1983.3,2889.4,3642.3,203.7,73.8,10.7,20,0
"4174",1.261234,307.7,184.6,1938.4,265.4,2935.8,356,3414.9,756.1,388.7,1990,2889,3638.7,203.6,73.7,11.1,20,0
"4175",1.263234,300.7,158.5,1960.8,211.4,2916.9,394.2,3348.9,595,389.7,1995.3,2887.3,3633.3,203.5,73.4,11.5,20,0
"4176",1.265234,296.9,157.2,1973.7,202.4,2905.4,431.9,3317,586.3,390.9,1999.2,2884.4,3626,203.4,73,11.7,20,0
"4177",1.267234,297.8,185.8,1983.7,231.4,2928.4,425.7,3303.3,822.5,392.3,2001.7,2880.1,3617.1,203.3,72.7,11.6,20,0
